Component_ID,Lot_ID,Time_hr,Temperature_C,Voltage_V,Current_mA,Stress_Value,Is_Anomaly,Failure_Mode
C04873,LOT01,24,125.69,3.5694,45.786,100,0,None
C04873,LOT01,72,126.18,3.5618,44.299,100,0,None
C04873,LOT01,168,125.42,3.5876,44.718,99.39,0,None
C04874,LOT02,0,24.29,0.008,0.062,0,1,Thermal Runaway
C04874,LOT02,24,121.43,3.5719,45.855,96.41,1,Thermal Runaway
C04874,LOT02,72,133.7,3.5927,50.374,100,1,Thermal Runaway
C04874,LOT02,168,152.17,3.5855,62.629,100,1,Thermal Runaway
C04875,LOT03,0,25.07,0.0083,0.004,0,0,None
C04875,LOT03,24,125.69,3.6391,47.906,100,0,None
C04875,LOT03,72,125.76,3.6254,47.845,98.19,0,None
C04875,LOT03,168,126.07,3.6154,46.653,98.66,0,None
C04876,LOT04,0,24.64,0,0.005,0,0,None
C04876,LOT04,24,123.86,3.6195,45.877,100,0,None
C04876,LOT04,72,124.12,3.6071,45.683,100,0,None
C04876,LOT04,168,124.31,3.5976,44.314,97.61,0,None
C04877,LOT05,0,25.1,0,0.009,0,0,None
C04877,LOT05,24,124.88,3.6353,44.496,100,0,None
C04877,LOT05,72,127.13,3.5865,40.062,100,0,None
C04877,LOT05,168,125.32,3.5873,40.341,95.71,0,None
C04878,LOT06,0,24.56,0,0.017,0,0,None
C04878,LOT06,24,124.82,3.5967,48.51,100,0,None
C04878,LOT06,72,124.56,3.581,47.592,99.9,0,None
C04878,LOT06,168,124.92,3.5895,44.471,98.91,0,None
C04879,LOT07,0,24.96,0,0.042,0,0,None
C04879,LOT07,24,125.05,3.5799,42.352,100,0,None
C04879,LOT07,72,125.38,3.5558,41.074,94.31,0,None
C04879,LOT07,168,125.93,3.5668,42.394,97.84,0,None
C04880,LOT08,0,25.97,0,0.03,0,0,None
C04880,LOT08,24,126.24,3.6214,49.651,100,0,None
C04880,LOT08,72,125.29,3.6009,48.826,100,0,None
C04880,LOT08,168,125.67,3.6031,46.68,100,0,None
C04881,LOT09,0,24.02,0.0044,0.02,0,1,Voltage Instability
C04881,LOT09,24,124.75,3.4675,49.921,100,1,Voltage Instability
C04881,LOT09,72,125.13,3.7469,46.463,100,1,Voltage Instability
C04881,LOT09,168,125.36,3.3234,44.047,100,1,Voltage Instability
C04882,LOT10,0,25.05,0.0056,0.023,0,0,None
C04882,LOT10,24,125.58,3.5614,44.013,97.05,0,None
C04882,LOT10,72,126.43,3.5695,42.185,99.08,0,None
C04882,LOT10,168,126.55,3.5777,40.375,98.52,0,None
C04883,LOT11,0,25.1,0.0082,0.008,0,0,None
C04883,LOT11,24,126.43,3.6215,45.653,100,0,None
C04883,LOT11,72,127.1,3.649,46.221,100,0,None
C04883,LOT11,168,125.86,3.5833,46.255,99.62,0,None
C04884,LOT12,0,26.07,0.0159,0.036,0,0,None
C04884,LOT12,24,122.52,3.6436,48.346,100,0,None
C04884,LOT12,72,123.89,3.6112,46.032,100,0,None
C04884,LOT12,168,124.69,3.6245,44.341,100,0,None
C04885,LOT01,0,25.21,0,0.046,0,0,None
C04885,LOT01,24,123.95,3.6043,48.083,100,0,None
C04885,LOT01,72,123.38,3.611,45.417,99.12,0,None
C04885,LOT01,168,122.11,3.5948,46.839,98.56,0,None
C04886,LOT02,0,25.36,0,0.036,0,0,None
C04886,LOT02,24,124.39,3.5748,45.18,98.42,0,None
C04886,LOT02,72,121.42,3.566,46.458,99.09,0,None
C04886,LOT02,168,122.77,3.6046,45.112,98.86,0,None
C04887,LOT03,0,26.37,0.0127,0.058,0,1,Leakage Current Drift
C04887,LOT03,24,124.77,3.6239,52.801,100,1,Leakage Current Drift
C04887,LOT03,72,126.92,3.6178,63.064,100,1,Leakage Current Drift
C04887,LOT03,168,124.67,3.6085,89.864,100,1,Leakage Current Drift
C04888,LOT04,0,24.67,0.0002,0.004,0,0,None
C04888,LOT04,24,123.78,3.5487,45.946,97.57,0,None
C04888,LOT04,72,125.1,3.5452,43.987,97.53,0,None
C04888,LOT04,168,123.18,3.5701,42.054,98.27,0,None
C04889,LOT05,0,25.05,0,0.14,0,0,None
C04889,LOT05,24,125.53,3.5937,50.011,100,0,None
C04889,LOT05,72,124.73,3.5952,48.063,99.37,0,None
C04889,LOT05,168,125.32,3.5983,46.408,100,0,None
C04890,LOT06,0,25.38,0,0.062,0,0,None
C04890,LOT06,24,126.15,3.6264,46.353,100,0,None
C04890,LOT06,72,126.31,3.6248,44.739,98.76,0,None
C04890,LOT06,168,127.39,3.5806,44.806,100,0,None
C04891,LOT07,0,25.42,0,0.073,0,0,None
C04891,LOT07,24,125.34,3.6008,50.061,100,0,None
C04891,LOT07,72,125.55,3.6346,47.314,100,0,None
C04891,LOT07,168,125.57,3.6253,47.489,100,0,None
C04892,LOT08,0,25.04,0,0.023,0,0,None
C04892,LOT08,24,124.4,3.5986,49.67,99.3,0,None
C04892,LOT08,72,125.04,3.6028,49.206,100,0,None
C04892,LOT08,168,124.79,3.6089,46.448,99.31,0,None
C04893,LOT09,0,25.29,0,0.015,0,0,None
C04893,LOT09,24,124.73,3.5376,44.007,100,0,None
C04893,LOT09,72,124.3,3.5667,42.682,97.16,0,None
C04893,LOT09,168,124.98,3.562,42.884,99.46,0,None
C04894,LOT10,0,24.64,0,0.023,0,0,None
C04894,LOT10,24,126.68,3.5932,43.823,99.93,0,None
C04894,LOT10,72,124.62,3.5646,45.264,96.58,0,None
C04894,LOT10,168,126.64,3.6122,42.082,98.87,0,None
C04895,LOT11,0,25.69,0,0.002,0,1,Leakage Current Drift
C04895,LOT11,24,124.58,3.5372,50.806,99.42,1,Leakage Current Drift
C04895,LOT11,72,126.92,3.5512,58.325,100,1,Leakage Current Drift
C04895,LOT11,168,125.52,3.535,73.937,100,1,Leakage Current Drift
C04896,LOT12,0,24.1,0.0003,0.013,0,0,None
C04896,LOT12,24,123.56,3.6225,49.969,100,0,None
C04896,LOT12,72,125.62,3.6419,48.929,100,0,None
C04896,LOT12,168,125.35,3.6274,45.019,98.13,0,None
C04897,LOT01,0,25.51,0.0039,0.022,0,0,None
C04897,LOT01,24,124.94,3.6131,43.896,99.18,0,None
C04897,LOT01,72,125.1,3.6204,41.506,98.13,0,None
C04897,LOT01,168,124.75,3.5847,42.087,97.79,0,None
C04898,LOT02,0,25.2,0,0.006,0,1,Sudden Current Spike
C04898,LOT02,24,125.92,3.608,46.917,99.51,1,Sudden Current Spike
C04898,LOT02,72,127.18,3.6351,45.304,99.7,1,Sudden Current Spike
C04898,LOT02,168,128.13,3.6161,167.733,100,1,Sudden Current Spike
C04899,LOT03,0,24.86,0,0.081,0,1,Sudden Current Spike
C04899,LOT03,24,127.44,3.6219,50.781,100,1,Sudden Current Spike
C04899,LOT03,72,126.52,3.6137,49.179,100,1,Sudden Current Spike
C04899,LOT03,168,126.7,3.5909,174.787,100,1,Sudden Current Spike
C04900,LOT04,0,24.57,0,0.004,0,0,None
C04900,LOT04,24,125.25,3.5873,47.432,100,0,None
C04900,LOT04,72,124.4,3.5993,47.498,100,0,None
C04900,LOT04,168,125.15,3.6053,44.975,99.42,0,None
C04901,LOT05,0,25.25,0,0.043,0,0,None
C04901,LOT05,24,123.3,3.6225,45.901,100,0,None
C04901,LOT05,72,121.43,3.6335,45.523,100,0,None
C04901,LOT05,168,122.76,3.6271,42.795,99.14,0,None
C04902,LOT06,0,25.5,0,0.067,0,0,None
C04902,LOT06,24,126.9,3.6214,48.508,100,0,None
C04902,LOT06,72,126.37,3.5984,48.04,100,0,None
C04902,LOT06,168,126.26,3.6134,46.836,97.16,0,None
C04903,LOT07,0,24.05,0.0117,0.058,0,0,None
C04903,LOT07,24,125.88,3.6163,47.713,100,0,None
C04903,LOT07,72,125.37,3.5839,47.209,97.69,0,None
C04903,LOT07,168,126.11,3.5974,45.346,100,0,None
C04904,LOT08,0,24.85,0,0.056,0,0,None
C04904,LOT08,24,125.52,3.6122,46.62,99.71,0,None
C04904,LOT08,72,124.35,3.6263,44.77,100,0,None
C04904,LOT08,168,123.21,3.6031,42.856,97.86,0,None
C04905,LOT09,0,25.47,0.0076,0.048,0,1,Leakage Current Drift
C04905,LOT09,24,121.06,3.6133,54.751,99.96,1,Leakage Current Drift
C04905,LOT09,72,121.12,3.602,65.809,100,1,Leakage Current Drift
C04905,LOT09,168,121.99,3.604,91.892,100,1,Leakage Current Drift
C04906,LOT10,0,25.18,0,0.009,0,0,None
C04906,LOT10,24,123.77,3.5489,47.8,100,0,None
C04906,LOT10,72,124,3.5482,46.267,100,0,None
C04906,LOT10,168,122.68,3.5354,45.32,99.53,0,None
C04907,LOT11,0,25.1,0,0.021,0,0,None
C04907,LOT11,24,124.59,3.5681,47.892,100,0,None
C04907,LOT11,72,124.45,3.574,45.724,98.24,0,None
C04907,LOT11,168,124.78,3.5595,43.451,99.39,0,None
C04908,LOT12,0,25.71,0.0101,0.042,0,0,None
C04908,LOT12,24,125.99,3.5845,44.152,99.49,0,None
C04908,LOT12,72,128.35,3.5876,42.472,99.32,0,None
C04908,LOT12,168,126.41,3.5844,39.767,95.6,0,None
C04909,LOT01,0,24.78,0,0.06,0,0,None
C04909,LOT01,24,123,3.5982,46.043,100,0,None
C04909,LOT01,72,125.36,3.6059,45.256,100,0,None
C04909,LOT01,168,123.82,3.5738,45.681,100,0,None
C04910,LOT02,0,24.69,0,0.008,0,0,None
C04910,LOT02,24,124.91,3.5611,52.054,100,0,None
C04910,LOT02,72,124.78,3.5915,48.754,100,0,None
C04910,LOT02,168,125.54,3.5907,49.081,100,0,None
C04911,LOT03,0,25.17,0,0.025,0,0,None
C04911,LOT03,24,127,3.6114,46.121,100,0,None
C04911,LOT03,72,124.58,3.5923,41.968,98.72,0,None
C04911,LOT03,168,127.48,3.6301,43.005,100,0,None
C04912,LOT04,0,24.56,0,0.087,0,1,Thermal Runaway
C04912,LOT04,24,125.55,3.6181,47.834,100,1,Thermal Runaway
C04912,LOT04,72,144.88,3.6162,55.846,100,1,Thermal Runaway
C04912,LOT04,168,156.45,3.6251,61.797,100,1,Thermal Runaway
C04913,LOT05,0,24.99,0,0.018,0,0,None
C04913,LOT05,24,123.76,3.5741,45.413,100,0,None
C04913,LOT05,72,123.77,3.5853,44.316,96.83,0,None
C04913,LOT05,168,123,3.5685,43.12,98.7,0,None
C04914,LOT06,0,25.1,0,0.045,0,0,None
C04914,LOT06,24,124.47,3.5652,46.937,100,0,None
C04914,LOT06,72,123.28,3.5334,47.499,100,0,None
C04914,LOT06,168,124.15,3.5559,44.91,96.29,0,None
C04915,LOT07,0,24.77,0,0.035,0,0,None
C04915,LOT07,24,126.14,3.6034,45.516,100,0,None
C04915,LOT07,72,123.23,3.6038,43.213,99.11,0,None
C04915,LOT07,168,126.26,3.5666,44.043,99.39,0,None
C04916,LOT08,0,25.07,0,0.1,0,0,None
C04916,LOT08,24,126.39,3.6269,46.215,100,0,None
C04916,LOT08,72,125.25,3.6533,47.636,100,0,None
C04916,LOT08,168,125.01,3.6165,46.088,100,0,None
C04917,LOT09,0,24.89,0.019,0.07,0,0,None
C04917,LOT09,24,122.78,3.6135,49.022,100,0,None
C04917,LOT09,72,122.23,3.6242,47.11,99.6,0,None
C04917,LOT09,168,122.06,3.6269,47.484,100,0,None
C04918,LOT10,0,24.45,0.031,0.024,0,0,None
C04918,LOT10,24,125.52,3.5565,49.262,100,0,None
C04918,LOT10,72,124.96,3.5771,47.092,100,0,None
C04918,LOT10,168,124.92,3.5686,45.103,97.27,0,None
C04919,LOT11,0,24.49,0,0.091,0,0,None
C04919,LOT11,24,127.02,3.5827,43.183,100,0,None
C04919,LOT11,72,126.39,3.5706,43.436,99.58,0,None
C04919,LOT11,168,125.53,3.5602,42.949,99.71,0,None
C04920,LOT12,0,24.79,0.0174,0.033,0,1,Voltage Instability
C04920,LOT12,24,126.32,3.4911,48.752,100,1,Voltage Instability
C04920,LOT12,72,124.74,3.43,47.485,100,1,Voltage Instability
C04920,LOT12,168,124.43,3.708,46.512,100,1,Voltage Instability
C04921,LOT01,0,25.21,0.0112,0.037,0,0,None
C04921,LOT01,24,123.68,3.5442,49.645,100,0,None
C04921,LOT01,72,123.11,3.5923,49.818,100,0,None
C04921,LOT01,168,124.08,3.5867,46.87,100,0,None
C04922,LOT02,0,25.01,0,0.055,0,0,None
C04922,LOT02,24,125.29,3.5722,52.543,100,0,None
C04922,LOT02,72,124.39,3.5468,51,100,0,None
C04922,LOT02,168,122.77,3.5833,48.469,100,0,None
C04923,LOT03,0,25.52,0,0.046,0,0,None
C04923,LOT03,24,127.68,3.5805,46.625,100,0,None
C04923,LOT03,72,127.97,3.5641,45.527,99.78,0,None
C04923,LOT03,168,127.66,3.5721,44.147,99.94,0,None
C04924,LOT04,0,24.79,0.0008,0.055,0,0,None
C04924,LOT04,24,124.63,3.573,44.084,100,0,None
C04924,LOT04,72,123.42,3.6055,44.126,96.82,0,None
C04924,LOT04,168,124.17,3.6128,41.128,95.51,0,None
C04925,LOT05,0,24.29,0,0.06,0,1,Sudden Current Spike
C04925,LOT05,24,125.95,3.5845,42.662,99.2,1,Sudden Current Spike
C04925,LOT05,72,127.84,3.5903,40.332,96.7,1,Sudden Current Spike
C04925,LOT05,168,126,3.5684,133.794,100,1,Sudden Current Spike
C04926,LOT06,0,24.85,0,0.103,0,0,None
C04926,LOT06,24,125.85,3.5636,48.205,100,0,None
C04926,LOT06,72,126.13,3.5825,48.222,100,0,None
C04926,LOT06,168,127.16,3.5802,44.765,100,0,None
C04927,LOT07,0,24.86,0.0205,0.066,0,0,None
C04927,LOT07,24,124.97,3.6291,48.212,100,0,None
C04927,LOT07,72,126,3.6368,47.668,99.79,0,None
C04927,LOT07,168,125.44,3.6222,44.994,100,0,None
C04928,LOT08,0,25.28,0,0.015,0,0,None
C04928,LOT08,24,125.15,3.5842,47.603,100,0,None
C04928,LOT08,72,125.86,3.5918,47.571,100,0,None
C04928,LOT08,168,124.96,3.5964,47.5,100,0,None
C04929,LOT09,0,25.52,0,0.075,0,0,None
C04929,LOT09,24,122.79,3.621,46.715,97.8,0,None
C04929,LOT09,72,123.18,3.6476,47.695,100,0,None
C04929,LOT09,168,124.27,3.6563,45,100,0,None
C04930,LOT10,0,25.75,0.0023,0.007,0,0,None
C04930,LOT10,24,124.96,3.6053,47.4,100,0,None
C04930,LOT10,72,125.79,3.5747,46.046,99.32,0,None
C04930,LOT10,168,126.51,3.596,43.908,100,0,None
C04931,LOT11,0,24.23,0,0.063,0,0,None
C04931,LOT11,24,121.88,3.6144,43.561,99.44,0,None
C04931,LOT11,72,123.31,3.6149,42.854,98.56,0,None
C04931,LOT11,168,124.7,3.6066,41.051,96.34,0,None
C04932,LOT12,0,25.87,0,0.068,0,0,None
C04932,LOT12,24,124.51,3.6104,48.147,100,0,None
C04932,LOT12,72,126.02,3.616,48.205,100,0,None
C04932,LOT12,168,127.1,3.596,46.166,100,0,None
C04933,LOT01,0,24.01,0,0.101,0,1,Leakage Current Drift
C04933,LOT01,24,125.45,3.5766,53.535,100,1,Leakage Current Drift
C04933,LOT01,72,125.01,3.6013,64.661,100,1,Leakage Current Drift
C04933,LOT01,168,124.72,3.6053,87.261,100,1,Leakage Current Drift
C04934,LOT02,0,25.53,0.0014,0.069,0,0,None
C04934,LOT02,24,124.28,3.5839,45.401,99.38,0,None
C04934,LOT02,72,124.21,3.6132,45.116,98.27,0,None
C04934,LOT02,168,124.24,3.6028,43.176,99.36,0,None
C04935,LOT03,0,25.57,0.0133,0.086,0,0,None
C04935,LOT03,24,125.02,3.5654,46.439,100,0,None
C04935,LOT03,72,125.61,3.5938,43.986,98.2,0,None
C04935,LOT03,168,124.4,3.5632,44.504,100,0,None
C04936,LOT04,0,24.98,0,0.029,0,1,Thermal Runaway
C04936,LOT04,24,123.74,3.569,47.003,99.63,1,Thermal Runaway
C04936,LOT04,72,133.95,3.5852,51.957,100,1,Thermal Runaway
C04936,LOT04,168,153,3.5631,62.499,100,1,Thermal Runaway
C04937,LOT05,0,25.55,0.011,0.007,0,0,None
C04937,LOT05,24,124.73,3.5836,44.661,100,0,None
C04937,LOT05,72,124.3,3.5549,42.548,98.74,0,None
C04937,LOT05,168,123.95,3.584,40.236,96.79,0,None
C04938,LOT06,0,25.09,0.0051,0.086,0,0,None
C04938,LOT06,24,124.18,3.5997,44.908,97.46,0,None
C04938,LOT06,72,125,3.5892,45.236,98.65,0,None
C04938,LOT06,168,122.9,3.5678,43.607,100,0,None
C04939,LOT07,0,24.76,0,0.075,0,0,None
C04939,LOT07,24,124.68,3.5814,45.509,100,0,None
C04939,LOT07,72,124.72,3.578,44.397,99.25,0,None
C04939,LOT07,168,124.11,3.5682,38.689,96.33,0,None
C04940,LOT08,0,24.55,0.0013,0.061,0,0,None
C04940,LOT08,24,126.83,3.6038,47.356,99.05,0,None
C04940,LOT08,72,126.7,3.6542,44.005,100,0,None
C04940,LOT08,168,126.49,3.6291,45.002,99.73,0,None
C04941,LOT09,0,24.29,0.0015,0.029,0,0,None
C04941,LOT09,24,126.69,3.5901,46.714,98.71,0,None
C04941,LOT09,72,125.94,3.615,45.988,99.75,0,None
C04941,LOT09,168,126.5,3.5729,43.982,98.64,0,None
C04942,LOT10,0,24.74,0.002,0.007,0,1,Voltage Instability
C04942,LOT10,24,125.53,3.5621,47.148,100,1,Voltage Instability
C04942,LOT10,72,127.04,3.4108,43.932,100,1,Voltage Instability
C04942,LOT10,168,124.95,3.8937,41.938,100,1,Voltage Instability
C04943,LOT11,0,24.88,0.0006,0.045,0,1,Voltage Instability
C04943,LOT11,24,125.49,3.5859,45.909,100,1,Voltage Instability
C04943,LOT11,72,125.98,3.5376,44.822,100,1,Voltage Instability
C04943,LOT11,168,125.22,3.4701,45.222,100,1,Voltage Instability
C04944,LOT12,0,24.01,0,0.026,0,0,None
C04944,LOT12,24,125.5,3.5996,47.882,100,0,None
C04944,LOT12,72,125.68,3.5782,47.083,100,0,None
C04944,LOT12,168,123.77,3.6189,45.013,100,0,None
C04945,LOT01,0,24.88,0,0.04,0,0,None
C04945,LOT01,24,126.17,3.5742,49.491,100,0,None
C04945,LOT01,72,126.63,3.5794,47.954,100,0,None
C04945,LOT01,168,126.02,3.5858,45.73,100,0,None
C04946,LOT02,0,24.89,0.0135,0.071,0,1,Thermal Runaway
C04946,LOT02,24,126.53,3.6152,50.434,100,1,Thermal Runaway
C04946,LOT02,72,143.07,3.5839,58.597,100,1,Thermal Runaway
C04946,LOT02,168,156.43,3.6152,64.223,100,1,Thermal Runaway
C04947,LOT03,0,25.12,0.0086,0.081,0,0,None
C04947,LOT03,24,124.8,3.6133,53.324,100,0,None
C04947,LOT03,72,124.09,3.6199,51.244,100,0,None
C04947,LOT03,168,122.48,3.6201,50.455,100,0,None
C04948,LOT04,0,25.21,0.002,0.085,0,0,None
C04948,LOT04,24,125.04,3.5829,45.448,97.02,0,None
C04948,LOT04,72,126.55,3.6065,44.068,99.77,0,None
C04948,LOT04,168,125.95,3.5672,42.319,98.95,0,None
C04949,LOT05,0,24.5,0,0.018,0,0,None
C04949,LOT05,24,128.57,3.6006,46.775,100,0,None
C04949,LOT05,72,129.38,3.6093,46.56,100,0,None
C04949,LOT05,168,130.07,3.6246,43.773,100,0,None
C04950,LOT06,0,24.75,0.0128,0.126,0,0,None
C04950,LOT06,24,125.53,3.6038,44.571,99.74,0,None
C04950,LOT06,72,124.19,3.5707,46.759,97.94,0,None
C04950,LOT06,168,124.08,3.5674,44.136,100,0,None
C04951,LOT07,0,25.63,0,0.016,0,1,Leakage Current Drift
C04951,LOT07,24,123.19,3.5802,54.551,100,1,Leakage Current Drift
C04951,LOT07,72,123.25,3.562,70.604,100,1,Leakage Current Drift
C04951,LOT07,168,123.75,3.574,100.844,100,1,Leakage Current Drift
C04952,LOT08,0,24.52,0,0.063,0,1,Sudden Current Spike
C04952,LOT08,24,123.4,3.6028,109.038,100,1,Sudden Current Spike
C04952,LOT08,72,125.09,3.57,45.862,97.49,1,Sudden Current Spike
C04952,LOT08,168,124.22,3.5914,44.821,100,1,Sudden Current Spike
C04953,LOT09,0,25.27,0,0.008,0,0,None
C04953,LOT09,24,124.03,3.5876,48.698,100,0,None
C04953,LOT09,72,125.74,3.5657,47.831,100,0,None
C04953,LOT09,168,123.87,3.5733,47.422,100,0,None
C04954,LOT10,0,25.18,0,0.099,0,0,None
C04954,LOT10,24,126.27,3.5984,48.748,99.07,0,None
C04954,LOT10,72,125.19,3.6052,50.876,100,0,None
C04954,LOT10,168,125.81,3.6175,47.047,100,0,None
C04955,LOT11,0,25.76,0.0077,0.026,0,0,None
C04955,LOT11,24,122.48,3.5512,46.413,100,0,None
C04955,LOT11,72,121.29,3.5561,44.991,99.15,0,None
C04955,LOT11,168,124.54,3.5587,40.975,96.33,0,None
C04956,LOT12,0,24.46,0.0009,0.012,0,0,None
C04956,LOT12,24,124.82,3.6221,46.494,100,0,None
C04956,LOT12,72,126.24,3.6041,46.27,100,0,None
C04956,LOT12,168,124.5,3.6092,41.874,98.71,0,None
C04957,LOT01,0,25.9,0.014,0.009,0,0,None
C04957,LOT01,24,127.37,3.6159,47.659,100,0,None
C04957,LOT01,72,126.94,3.6591,46.912,100,0,None
C04957,LOT01,168,126.13,3.6412,45.993,100,0,None
C04958,LOT02,0,24.78,0.008,0.014,0,0,None
C04958,LOT02,24,125.46,3.6269,48.494,100,0,None
C04958,LOT02,72,123.21,3.6099,49.077,100,0,None
C04958,LOT02,168,124.52,3.6027,46.807,97.97,0,None
C04959,LOT03,0,25.53,0.0077,0.078,0,0,None
C04959,LOT03,24,125.13,3.593,46.251,100,0,None
C04959,LOT03,72,124.26,3.5931,44.645,100,0,None
C04959,LOT03,168,124.66,3.602,45.521,98.35,0,None
C04960,LOT04,0,25.09,0.0094,0.057,0,1,Thermal Runaway
C04960,LOT04,24,123.85,3.5725,49.092,100,1,Thermal Runaway
C04960,LOT04,72,139.41,3.5978,56.49,100,1,Thermal Runaway
C04960,LOT04,168,177.05,3.5981,76.359,100,1,Thermal Runaway
C04961,LOT05,0,25.79,0.0035,0.024,0,0,None
C04961,LOT05,24,122.75,3.6338,46.64,100,0,None
C04961,LOT05,72,123.42,3.6265,43.513,100,0,None
C04961,LOT05,168,125.02,3.6142,43.344,99.69,0,None
C04962,LOT06,0,24.12,0,0.058,0,0,None
C04962,LOT06,24,126.17,3.6032,43.229,99.52,0,None
C04962,LOT06,72,125.54,3.6157,44.371,100,0,None
C04962,LOT06,168,126.91,3.6195,40.947,97.31,0,None
C04963,LOT07,0,24.86,0,0.051,0,0,None
C04963,LOT07,24,124.96,3.6177,47.106,100,0,None
C04963,LOT07,72,125.13,3.6085,47.047,99.68,0,None
C04963,LOT07,168,124.63,3.6177,44.896,98.6,0,None
C04964,LOT08,0,25.08,0,0.001,0,0,None
C04964,LOT08,24,125.23,3.6023,46.583,100,0,None
C04964,LOT08,72,125.54,3.6309,47.196,100,0,None
C04964,LOT08,168,123.86,3.6197,42.726,96.12,0,None
C04965,LOT09,0,25.67,0.0124,0.087,0,0,None
C04965,LOT09,24,125.03,3.5975,43.535,97.75,0,None
C04965,LOT09,72,124.35,3.598,42.628,99.34,0,None
C04965,LOT09,168,124.64,3.5908,41.652,95.72,0,None
C04966,LOT10,0,24.99,0.0001,0.015,0,0,None
C04966,LOT10,24,124.48,3.5883,47.342,100,0,None
C04966,LOT10,72,125.26,3.6064,47.904,100,0,None
C04966,LOT10,168,122.62,3.5739,46.61,100,0,None
C04967,LOT11,0,23.78,0.0058,0.04,0,0,None
C04967,LOT11,24,125.86,3.6042,47.728,100,0,None
C04967,LOT11,72,122.3,3.5876,47.212,100,0,None
C04967,LOT11,168,125.74,3.5852,44.837,100,0,None
C04968,LOT12,0,24.82,0,0.058,0,1,Thermal Runaway
C04968,LOT12,24,125.03,3.6027,45.97,98.59,1,Thermal Runaway
C04968,LOT12,72,141.25,3.575,54.72,100,1,Thermal Runaway
C04968,LOT12,168,163.45,3.5898,66.742,100,1,Thermal Runaway
C04969,LOT01,0,25.11,0.0059,0.001,0,0,None
C04969,LOT01,24,127.31,3.5851,40.763,96.18,0,None
C04969,LOT01,72,124.4,3.5739,42.333,100,0,None
C04969,LOT01,168,125.31,3.5593,40.941,95.9,0,None
C04970,LOT02,0,25.53,0.0056,0,0,0,None
C04970,LOT02,24,126.59,3.6293,48.292,100,0,None
C04970,LOT02,72,125.16,3.6299,47.875,100,0,None
C04970,LOT02,168,124.39,3.629,45.29,100,0,None
C04971,LOT03,0,25.02,0.0078,0.062,0,1,Sudden Current Spike
C04971,LOT03,24,124.61,3.5896,135.121,100,1,Sudden Current Spike
C04971,LOT03,72,125.36,3.568,46.575,100,1,Sudden Current Spike
C04971,LOT03,168,124.92,3.5796,45.835,100,1,Sudden Current Spike
C04972,LOT04,0,25.22,0.0027,0.03,0,0,None
C04972,LOT04,24,124.05,3.609,46.91,100,0,None
C04972,LOT04,72,126.43,3.5964,47.966,100,0,None
C04972,LOT04,168,126.24,3.6032,45.493,100,0,None
C04973,LOT05,0,25.51,0,0.012,0,1,Thermal Runaway
C04973,LOT05,24,127.97,3.5887,49.966,100,1,Thermal Runaway
C04973,LOT05,72,139.76,3.5855,56.34,100,1,Thermal Runaway
C04973,LOT05,168,155.67,3.6055,65.554,100,1,Thermal Runaway
C04974,LOT06,0,24.83,0,0.068,0,1,Voltage Instability
C04974,LOT06,24,122.23,3.6611,45.932,100,1,Voltage Instability
C04974,LOT06,72,123.24,3.6582,44.086,100,1,Voltage Instability
C04974,LOT06,168,123.29,3.537,42.85,100,1,Voltage Instability
C04975,LOT07,0,25.49,0.0139,0.008,0,0,None
C04975,LOT07,24,123.96,3.6015,46.903,99.99,0,None
C04975,LOT07,72,123.25,3.6105,45.939,99.49,0,None
C04975,LOT07,168,123.98,3.5849,44.956,100,0,None
C04976,LOT08,0,24.84,0.0033,0.012,0,0,None
C04976,LOT08,24,128.07,3.6215,48.156,100,0,None
C04976,LOT08,72,125.27,3.5936,46.072,100,0,None
C04976,LOT08,168,126.86,3.6225,44.711,99.75,0,None
C04977,LOT09,0,23.77,0,0.057,0,0,None
C04977,LOT09,24,125.99,3.5651,45.786,100,0,None
C04977,LOT09,72,124.26,3.5688,45.751,99.6,0,None
C04977,LOT09,168,125.89,3.5945,44.129,100,0,None
C04978,LOT10,0,24.9,0.0037,0.02,0,0,None
C04978,LOT10,24,125.98,3.6146,45.861,100,0,None
C04978,LOT10,72,125.74,3.586,45.135,100,0,None
C04978,LOT10,168,125.73,3.5776,41.792,98.22,0,None
C04979,LOT11,0,24.78,0,0.014,0,0,None
C04979,LOT11,24,123.48,3.5755,47.282,100,0,None
C04979,LOT11,72,125.43,3.5845,46.614,100,0,None
C04979,LOT11,168,124.37,3.5854,45.772,99.17,0,None
C04980,LOT12,0,25.04,0,0,0,0,None
C04980,LOT12,24,122.71,3.605,40.706,96.82,0,None
C04980,LOT12,72,124.62,3.6186,43.495,97.9,0,None
C04980,LOT12,168,123.7,3.5907,41.367,97.79,0,None
C04981,LOT01,0,24.57,0.0033,0.052,0,0,None
C04981,LOT01,24,124.7,3.5995,48.964,100,0,None
C04981,LOT01,72,125.96,3.5949,47.73,100,0,None
C04981,LOT01,168,124.85,3.5993,44.14,96.78,0,None
C04982,LOT02,0,23.96,0,0.018,0,0,None
C04982,LOT02,24,124.31,3.6126,44.878,100,0,None
C04982,LOT02,72,126.47,3.6091,45.503,99.94,0,None
C04982,LOT02,168,125,3.6295,44.19,100,0,None
C04983,LOT03,0,25.08,0,0.064,0,0,None
C04983,LOT03,24,125.41,3.5852,43.503,100,0,None
C04983,LOT03,72,124.77,3.5828,42.686,99.57,0,None
C04983,LOT03,168,123.75,3.5654,38.248,95.75,0,None
